City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
345,Debre Birhan,ET,9.6833,39.5333,40.93,60,6,4.99,clear sky
346,Caxito,AO,-8.5785,13.6643,76.17,95,100,3.47,overcast clouds
347,Palm Coast,US,29.585,-81.2078,59.99,73,0,5.99,clear sky
348,Mangrol,IN,21.1167,70.1167,74.12,47,100,11.36,overcast clouds
349,Dajal,PK,29.5577,70.3762,65.46,28,0,1.74,clear sky
350,Deyang,CN,31.1302,104.382,52.92,54,26,3.31,scattered clouds
351,Aktau,KZ,43.65,51.2,37.98,83,66,16.13,broken clouds
352,Kudahuvadhoo,MV,2.6708,72.8944,82.44,76,12,16.15,few clouds
353,Namatanai,PG,-3.6667,152.4333,85.19,66,100,11.23,overcast clouds
354,Launceston,AU,-41.45,147.1667,74.61,49,3,13.8,clear sky
355,Ketchikan,US,55.3422,-131.6461,43.27,87,90,14.97,moderate rain
356,Bathsheba,BB,13.2167,-59.5167,81.21,78,40,13.8,scattered clouds
357,Narsaq,GL,60.9167,-46.05,32.22,99,100,7.29,snow
358,Upernavik,GL,72.7868,-56.1549,21.63,93,100,3.02,overcast clouds
359,Batagay-Alyta,RU,67.8006,130.4114,-24.48,97,98,3.85,overcast clouds
360,Labuhan,ID,-6.8844,112.2051,85.1,66,66,0.67,broken clouds
361,Southbridge,US,42.0751,-72.0334,30.58,71,6,1.99,clear sky
362,Namwala,ZM,-15.7504,26.4384,68.99,48,100,4.09,overcast clouds
363,Chulym,RU,55.0997,80.9572,16.16,85,100,9.48,overcast clouds
364,Wajir,KE,1.7471,40.0573,75.31,85,80,11.25,light rain
365,Samarai,PG,-10.6167,150.6667,85.3,73,9,12.03,clear sky
366,Sao Caitano,BR,-8.3258,-36.1428,70.21,92,88,5.79,overcast clouds
367,Ukiah,US,39.1502,-123.2078,64.02,85,13,2.82,few clouds
368,Alofi,NU,-19.0595,-169.9187,82.29,57,40,12.66,scattered clouds
369,Harper,LR,4.375,-7.7169,78.49,83,68,4.27,broken clouds
370,Filingue,NE,14.3521,3.3168,73.76,12,100,9.95,overcast clouds
371,Marystown,CA,47.1666,-55.1483,49.86,100,100,13.0,overcast clouds
372,Boddam,GB,57.4667,-1.7833,43.18,76,100,25.52,overcast clouds
373,Jambi,ID,-1.6,103.6167,86.67,56,100,2.26,overcast clouds
374,Lavrentiya,RU,65.5833,-171.0,-12.01,91,3,8.61,clear sky
375,Port Elizabeth,ZA,-33.918,25.5701,64.69,68,90,8.05,overcast clouds
376,Ozark,US,37.0209,-93.206,55.81,71,1,6.98,clear sky
377,Erbaa,TR,40.6689,36.5675,54.39,52,100,2.8,light rain
378,Formosa Do Rio Preto,BR,-11.0483,-45.1931,69.15,96,100,2.71,overcast clouds
379,Troitskoye,RU,52.9821,84.6757,15.26,91,100,4.54,overcast clouds
380,Mogok,MM,22.9167,96.5,69.85,57,50,2.24,scattered clouds
381,Madang,PG,-5.2246,145.7966,85.37,72,97,6.82,light rain
382,Vila Franca Do Campo,PT,37.7167,-25.4333,61.2,76,78,5.5,broken clouds
383,Pekan,MY,3.4836,103.3996,86.11,66,32,3.36,scattered clouds
384,Narasannapeta,IN,18.4167,84.05,73.92,61,23,5.68,few clouds
385,Smolenka,RU,52.1352,113.4974,19.47,63,20,13.42,few clouds
386,Punta Alta,AR,-38.8759,-62.0736,60.78,65,9,7.2,clear sky
387,Bosanska Krupa,BA,44.8825,16.1514,31.21,94,80,2.08,broken clouds
388,Kruisfontein,ZA,-34.0033,24.7314,61.88,84,22,6.42,few clouds
389,Awbari,LY,26.5921,12.7805,50.68,20,37,7.05,scattered clouds
390,San Jeronimo,PE,-11.9472,-75.2829,52.47,82,100,2.8,overcast clouds
391,Smithers,CA,54.7804,-127.1743,30.52,93,90,6.91,snow
392,Sorong,ID,-0.8833,131.25,84.74,70,94,8.9,moderate rain
393,Colares,PT,38.7992,-9.4469,56.34,73,99,15.01,overcast clouds
394,Dourbali,TD,11.8091,15.8632,73.31,17,25,8.77,scattered clouds
395,Constantine,DZ,36.365,6.6147,42.21,87,75,2.3,broken clouds
396,Tiksi,RU,71.6872,128.8694,-21.73,99,98,6.29,overcast clouds
397,Dehloran,IR,32.6941,47.2679,66.31,35,0,5.48,clear sky
398,Dutlwe,BW,-23.9833,23.9,70.36,64,0,4.12,clear sky
399,Sedro-Woolley,US,48.5039,-122.2361,57.38,88,90,1.01,overcast clouds
400,Saldanha,ZA,-33.0117,17.9442,60.85,85,60,5.06,broken clouds
401,Saint-Joseph,RE,-21.3667,55.6167,78.48,78,23,8.23,few clouds
402,Camalu,MX,30.85,-116.0667,60.67,73,0,4.36,clear sky
403,Broken Hill,AU,-31.95,141.4333,85.71,28,40,13.8,scattered clouds
404,Labytnangi,RU,66.6572,66.4183,-5.91,97,97,3.94,overcast clouds
405,Raga,SS,8.4596,25.678,75.22,49,76,2.98,broken clouds
406,Miastko,PL,54.0028,16.9826,29.14,85,84,7.02,broken clouds
407,Amot,NO,59.5714,7.9877,23.76,95,100,2.19,snow
408,Sterling,US,39.0062,-77.4286,36.97,78,1,3.0,clear sky
409,Barcelos,PT,41.5388,-8.6151,46.92,84,100,3.85,overcast clouds
410,Bondo,CD,3.8146,23.6866,68.77,99,100,1.05,overcast clouds
411,Chatellerault,FR,46.8,0.5333,30.92,47,19,7.25,few clouds
412,Fare,PF,-16.7,-151.0167,79.66,80,100,17.4,moderate rain
413,Lahij,YE,13.1667,44.5833,69.33,75,0,3.15,clear sky
414,Codrington,AU,-38.2667,141.9667,79.11,34,10,13.6,clear sky
415,Tanga,TZ,-5.0667,39.1,75.7,88,56,2.95,broken clouds
416,Xingcheng,CN,40.6167,120.7167,35.71,44,36,23.42,scattered clouds
417,Mathbaria,BD,22.2876,89.9593,71.83,59,11,7.52,few clouds
418,Along,IN,28.1667,94.7667,66.47,41,48,0.58,scattered clouds
419,Bubaque,GW,11.2833,-15.8333,82.62,62,86,6.82,overcast clouds
420,Gao,ML,16.6362,1.637,72.25,17,74,10.04,broken clouds
421,Vestmannaeyjar,IS,63.4427,-20.2734,36.57,86,100,24.29,overcast clouds
422,Mount Isa,AU,-20.7333,139.5,96.57,12,41,8.05,scattered clouds
423,Turochak,RU,52.2576,87.1224,17.6,86,100,2.55,overcast clouds
424,Jackson,US,42.4165,-122.8345,49.05,90,90,3.44,overcast clouds
425,Miramar,US,25.9873,-80.2323,64.98,70,1,0.0,clear sky
426,Qui Nhon,VN,13.7667,109.2333,76.23,95,100,22.53,moderate rain
427,San Jose,US,37.3394,-121.895,63.86,67,1,0.0,clear sky
428,Saint Anthony,US,45.0205,-93.218,39.52,72,1,1.01,clear sky
429,Riyadh,SA,24.6877,46.7219,57.25,38,0,2.3,clear sky
430,Mutoko,ZW,-17.397,32.2268,61.75,57,43,1.79,scattered clouds
431,Margate,GB,51.3813,1.3862,45.7,87,100,4.0,light rain
432,Basco,PH,20.4487,121.9702,76.69,84,100,20.94,overcast clouds
433,Elko,US,41.0002,-115.5012,45.64,48,5,5.01,clear sky
434,Krasnogorsk,RU,55.8225,37.3181,46.45,100,75,13.42,light intensity shower rain
435,Purpe,RU,64.4803,76.6897,-5.06,98,60,12.17,broken clouds
436,Hobbs,US,32.7026,-103.136,57.67,38,1,1.99,clear sky
437,Bacolod,PH,10.6667,122.95,85.77,71,58,9.28,broken clouds
438,Taoudenni,ML,22.6783,-3.9836,60.53,14,23,14.85,few clouds
439,Arman,RU,59.7,150.1667,2.01,85,100,7.74,overcast clouds
440,Naze,JP,28.3667,129.4833,74.32,70,10,16.51,clear sky
441,Cascais,PT,38.6979,-9.4215,56.52,72,100,15.01,overcast clouds
442,Hambantota,LK,6.1241,81.1185,82.74,89,20,4.61,few clouds
443,Constitucion,CL,-35.3333,-72.4167,52.27,92,4,8.72,clear sky
444,Ust-Kuyga,RU,70.0167,135.6,-13.43,98,100,4.05,overcast clouds
445,Sept-Iles,CA,50.2001,-66.3821,27.12,68,75,7.0,broken clouds
446,Clarksdale,US,34.2001,-90.5709,46.38,71,75,4.61,broken clouds
447,Umtata,ZA,-31.5889,28.7844,61.36,94,75,2.3,light intensity drizzle
448,Seoul,KR,37.5683,126.9778,49.51,96,90,9.22,light rain
449,Kyra,RU,49.5776,111.9753,19.65,61,98,13.09,overcast clouds
450,Maceio,BR,-9.6658,-35.7353,80.04,83,40,5.75,scattered clouds
451,Kapit,MY,2.0167,112.9333,88.05,58,38,2.82,scattered clouds
452,Zapolyarnyy,RU,69.4154,30.8136,6.08,85,100,9.4,overcast clouds
453,Port Hueneme,US,34.1478,-119.1951,75.61,90,90,3.44,fog
454,Nouadhibou,MR,20.931,-17.0347,60.78,82,7,20.33,clear sky
455,Visnes,NO,59.3556,5.2242,42.69,70,20,42.57,few clouds
456,Datong,CN,40.0936,113.2914,22.6,32,0,12.95,clear sky
457,Tautira,PF,-17.7333,-149.15,78.82,76,100,20.0,light rain
458,Southern Pines,US,35.174,-79.3923,34.81,83,1,0.0,clear sky
459,Tricase,IT,39.9304,18.3553,45.75,75,38,25.86,scattered clouds
460,Touros,BR,-5.1989,-35.4608,79.7,78,46,12.15,scattered clouds
461,Leningradskiy,RU,69.3833,178.4167,-21.84,95,38,8.61,scattered clouds
462,Udachnyy,RU,66.4167,112.4,-36.0,100,72,2.68,broken clouds
463,Waingapu,ID,-9.6567,120.2641,83.79,66,98,3.65,overcast clouds
464,Winnemucca,US,40.973,-117.7357,48.63,41,34,0.63,scattered clouds
465,Ushtobe,KZ,45.2514,77.9838,32.18,42,0,2.98,clear sky
466,Falun,SE,60.6036,15.626,3.61,83,6,0.87,clear sky
467,Chaah,MY,2.249,103.048,86.72,61,99,4.52,overcast clouds
468,Berlevag,NO,70.8578,29.0864,19.22,88,62,29.35,broken clouds
469,Fort-Shevchenko,KZ,44.5086,50.263,48.52,81,98,23.22,overcast clouds
470,Sola,VU,-13.8833,167.55,79.47,83,90,0.0,thunderstorm
471,Dahuk,IQ,36.8695,42.994,55.09,46,100,2.62,overcast clouds
472,Yabelo,ET,4.8833,38.0833,57.16,46,75,10.87,broken clouds
473,Meulaboh,ID,4.1363,96.1285,77.7,84,99,1.39,light rain
474,Roald,NO,62.5833,6.1333,36.09,93,90,6.91,light rain
475,Papara,BR,-3.9839,-38.7273,81.72,89,45,3.2,scattered clouds
476,Camana,PE,-16.6228,-72.7111,66.36,84,47,7.45,scattered clouds
477,Orthez,FR,43.4884,-0.7724,48.13,92,79,0.92,broken clouds
478,Denpasar,ID,-8.65,115.2167,80.26,88,75,9.22,broken clouds
479,Isoka,ZM,-10.1606,32.6335,63.48,84,62,1.43,broken clouds
480,Ostersund,SE,63.1792,14.6357,12.65,100,97,10.36,overcast clouds
481,Lazaro Cardenas,MX,17.9583,-102.2,76.15,76,9,3.85,clear sky
482,Mezen,RU,65.8522,44.24,7.84,90,100,7.99,overcast clouds
483,Erzin,TR,36.9559,36.2,52.32,59,100,6.71,overcast clouds
484,Okha,RU,53.5739,142.9478,16.95,67,100,11.01,overcast clouds
485,Vondrozo,MG,-22.8167,47.2833,65.66,94,100,0.65,overcast clouds
486,Deputatskiy,RU,69.3,139.9,-15.23,97,100,4.7,overcast clouds
487,Macedo De Cavaleiros,PT,41.5382,-6.9611,39.31,86,100,2.04,overcast clouds
488,Raduzhnyy,RU,62.0961,77.475,24.57,95,100,13.31,light snow
489,Kaeo,NZ,-35.1,173.7833,72.36,56,19,10.07,few clouds
490,Veliki Preslav,BG,43.1667,26.8167,51.17,79,100,5.28,light rain
491,Miri,MY,4.4148,114.0089,86.14,74,40,8.05,scattered clouds
492,Unguia,CO,8.0434,-77.0945,74.73,97,100,0.54,overcast clouds
493,Tamiahua,MX,21.2667,-97.45,66.92,77,9,5.61,clear sky
494,Teguise,ES,29.0605,-13.564,57.42,72,0,12.66,clear sky
495,Mabaruma,GY,8.2,-59.7833,73.22,98,82,1.7,broken clouds
496,Te Anau,NZ,-45.4167,167.7167,70.47,39,46,3.22,scattered clouds
497,Dwarka,IN,22.2394,68.9678,76.44,54,95,13.51,overcast clouds
498,Lensk,RU,60.7253,114.9278,6.55,94,100,6.44,overcast clouds
499,Pochutla,MX,15.7432,-96.4661,78.62,78,0,3.04,clear sky
500,Kokopo,PG,-4.352,152.2633,86.2,61,100,6.82,overcast clouds
501,Aswan,EG,24.0934,32.907,75.02,29,26,7.96,scattered clouds
502,Swift Current,CA,50.2834,-107.8014,34.61,93,75,4.61,broken clouds
503,Cayenne,GF,4.9333,-52.3333,76.08,91,75,0.0,broken clouds
504,Dumas,US,35.8656,-101.9732,60.22,34,1,10.36,clear sky
505,Cabo San Lucas,MX,22.8909,-109.9124,78.51,72,40,11.5,scattered clouds
506,Zhigansk,RU,66.7697,123.3711,-15.74,98,100,0.96,overcast clouds
507,Sri Aman,MY,1.2376,111.4621,86.05,66,20,3.44,few clouds
508,Ormara,PK,25.2088,64.6357,75.02,38,0,7.65,clear sky
509,Nantucket,US,41.2835,-70.0995,38.08,60,40,19.57,scattered clouds
510,Kushima,JP,31.4583,131.2333,64.44,68,22,13.65,few clouds
511,Skibbereen,IE,51.55,-9.2667,49.8,95,89,13.56,overcast clouds
512,Wukari,NG,7.85,9.7833,72.43,30,78,2.75,broken clouds
513,Vallenar,CL,-28.5708,-70.7581,63.43,64,0,1.77,clear sky
514,Zhuzhou,CN,27.8333,113.15,59.13,24,0,12.26,clear sky
515,Manokwari,ID,-0.8667,134.0833,82.98,78,100,6.17,light rain
516,Bellmore,US,40.6687,-73.5271,36.01,63,1,1.01,clear sky
517,Jaguarao,BR,-32.5661,-53.3758,65.77,80,98,17.29,overcast clouds
518,Mantua,IT,45.1667,10.7833,39.43,79,11,3.0,few clouds
519,Davila,PH,18.4726,120.5763,85.98,79,97,23.31,overcast clouds
520,Nedumangad,IN,8.6,77.0,79.88,78,75,5.75,haze
521,Guangzhou,CN,23.1167,113.25,73.0,43,0,17.72,clear sky
522,Saurimo,AO,-9.6608,20.3916,62.65,98,99,3.87,overcast clouds
523,Caohe,CN,30.2297,115.4335,55.58,25,0,13.67,clear sky
524,North Bend,US,43.4065,-124.2243,55.92,100,90,0.0,fog
525,Cimitarra,CO,6.3142,-73.9497,74.12,98,100,3.0,light rain
526,Quatre Cocos,MU,-20.2078,57.7625,82.09,66,14,10.2,few clouds
527,Henties Bay,NA,-22.116,14.2845,58.86,94,0,6.42,clear sky
528,Chinhoyi,ZW,-17.3667,30.2,66.36,49,21,3.69,few clouds
529,Yuncheng,CN,35.0231,110.9928,43.93,26,0,18.3,clear sky
530,Noshiro,JP,40.2039,140.0242,56.34,62,92,8.52,overcast clouds
531,Sibolga,ID,1.7427,98.7792,81.93,72,92,4.52,overcast clouds
532,Mvuma,ZW,-19.2792,30.5283,65.23,55,16,3.78,few clouds
533,Jacareacanga,BR,-6.2222,-57.7528,73.94,94,86,0.65,overcast clouds
534,Ocos,GT,14.5094,-92.1933,80.31,70,0,4.56,clear sky
535,Yatou,CN,37.15,122.3833,43.16,61,100,24.65,overcast clouds
536,Katsuura,JP,35.1333,140.3,66.18,60,99,19.46,overcast clouds
537,Stawell,AU,-37.05,142.7667,86.2,23,10,7.7,clear sky
538,Umba,RU,66.6871,34.3429,12.65,84,100,12.06,overcast clouds
539,Teahupoo,PF,-17.8333,-149.2667,73.36,76,96,21.05,overcast clouds
540,Robertsport,LR,6.7533,-11.3686,79.93,80,99,4.34,light rain
541,Beloha,MG,-25.1667,45.05,72.81,70,6,7.11,clear sky
542,Andros Town,BS,24.7,-77.7667,69.76,60,16,9.04,few clouds
543,Iralaya,HN,15.0,-83.2333,77.41,69,100,13.24,overcast clouds
544,Northam,GB,51.0333,-4.2167,51.62,86,100,18.03,overcast clouds
545,Tera,NE,14.0078,0.7531,72.79,14,47,9.51,scattered clouds
546,Byron Bay,AU,-28.65,153.6167,69.91,97,100,10.31,moderate rain
547,Snyder,US,32.7179,-100.9176,59.14,30,1,6.91,clear sky
548,Fukue,JP,32.6881,128.8419,64.76,94,75,25.32,thunderstorm
549,Pangody,RU,65.85,74.4859,-2.99,98,98,9.35,overcast clouds
550,Dali,CN,25.7,100.1833,58.17,54,24,3.47,few clouds
551,Inverness,GB,57.4791,-4.224,44.51,90,75,1.99,light rain
552,Lagoa,PT,39.05,-27.9833,60.37,66,31,9.53,scattered clouds
553,Santo Antonio Do Monte,BR,-20.0872,-45.2936,70.57,76,98,2.48,light rain
554,Brae,GB,60.3964,-1.353,39.11,58,100,17.38,overcast clouds
555,Tessalit,ML,20.1986,1.0114,67.69,28,2,9.86,clear sky
556,Wanning,CN,18.8003,110.3967,78.22,57,50,18.39,scattered clouds
557,Corowa,AU,-36.0333,146.3833,86.41,32,30,2.3,scattered clouds
558,Batsfjord,NO,70.6345,29.7185,17.15,90,77,24.09,broken clouds
559,Lodja,CD,-3.4833,23.4333,68.14,99,100,1.32,overcast clouds
560,Cukai,MY,4.25,103.4167,86.14,66,71,5.1,broken clouds
561,Nalut,LY,30.3333,10.85,45.52,32,78,4.23,broken clouds
562,Felipe Carrillo Puerto,MX,19.5833,-88.05,71.78,88,91,2.37,overcast clouds
563,Sukhothai,TH,17.25,99.6667,76.89,78,20,5.75,few clouds
564,Egvekinot,RU,66.3167,-179.1667,-10.17,77,94,4.21,overcast clouds
565,Rio Gallegos,AR,-51.6226,-69.2181,51.85,50,0,13.8,clear sky
566,Tommot,RU,58.9564,126.2925,2.16,92,97,1.34,overcast clouds
567,Dahra,DZ,36.2546,0.8519,47.59,90,1,7.36,clear sky
568,Oistins,BB,13.0667,-59.5333,80.69,78,40,13.8,scattered clouds
569,Lima,PE,-12.0432,-77.0282,65.89,79,0,10.36,clear sky
570,Tahta,EG,26.7693,31.5021,70.48,23,21,0.6,few clouds
571,Lamesa,US,32.7376,-101.951,54.66,34,0,10.74,clear sky
572,Amalapuram,IN,16.5833,82.0167,77.38,67,100,6.76,overcast clouds
573,Colesberg,ZA,-30.72,25.0972,66.34,27,3,3.04,clear sky
574,Inderka,RU,53.2485,46.2582,42.84,83,100,22.62,light rain
575,Baranain,ES,42.8057,-1.6773,45.64,99,100,3.0,overcast clouds
576,Beitbridge,ZW,-22.2167,30.0,79.07,44,100,8.05,overcast clouds
577,Honiara,SB,-9.4333,159.95,86.25,68,70,5.59,heavy intensity rain
578,Mezhdurechensk,RU,53.6942,88.0603,21.47,80,100,2.51,overcast clouds
579,Hereford,GB,52.0568,-2.7148,51.03,87,99,8.01,overcast clouds
580,Cravo Norte,CO,6.3017,-70.2041,76.19,85,97,5.61,overcast clouds
581,Sioux Lookout,CA,50.1001,-91.917,26.98,100,90,6.91,light snow
582,Tibati,CM,6.4667,12.6333,67.62,35,87,3.29,overcast clouds
583,Nizhnevartovsk,RU,60.9344,76.5531,24.82,86,0,11.18,clear sky
584,Saint-Augustin,CA,51.226,-58.6502,32.4,99,100,19.1,heavy snow
585,Feijo,BR,-8.1642,-70.3536,73.76,94,100,3.51,overcast clouds
586,Rawson,AR,-43.3002,-65.1023,60.53,55,0,8.63,clear sky
587,Alacranes,CU,22.7675,-81.5675,68.49,71,68,6.46,broken clouds
588,Maldonado,UY,-34.6667,-54.9167,64.22,94,100,20.65,overcast clouds
589,Taltal,CL,-25.4,-70.4833,61.0,80,0,2.35,clear sky
590,Tilichiki,RU,60.4667,166.1,19.83,96,100,5.23,light snow
591,Kangaba,ML,11.9333,-8.4167,70.48,24,93,3.89,overcast clouds
592,Ponta Delgada,PT,37.7333,-25.6667,62.51,67,75,5.75,broken clouds
593,Kulu,TR,39.0951,33.0799,54.43,60,94,17.58,overcast clouds
594,Vila,PT,42.0304,-8.1588,36.48,93,99,2.13,overcast clouds
595,Gladstone,AU,-23.85,151.25,83.79,74,75,13.8,light rain
596,Vanimo,PG,-2.6741,141.3028,85.26,69,100,4.72,overcast clouds
597,Ostrovnoy,RU,68.0531,39.5131,12.09,91,100,5.82,overcast clouds
598,Guhagar,IN,17.4842,73.1929,82.24,65,86,8.08,overcast clouds
599,Dawson Creek,CA,55.7666,-120.2362,29.84,69,75,4.61,broken clouds
600,Maringa,BR,-23.4253,-51.9386,73.27,64,0,4.61,clear sky
601,Dortyol,TR,36.8616,36.2289,46.06,62,100,10.45,overcast clouds
602,Poum,NC,-20.2333,164.0167,81.55,79,24,18.39,few clouds
603,Arlit,NE,18.7369,7.3853,70.34,19,76,5.46,broken clouds
604,Baruun-Urt,MN,46.6806,113.2792,17.87,58,13,13.47,few clouds
605,Ugra,RU,54.7777,34.3267,35.98,95,100,17.56,overcast clouds
606,Macae,BR,-22.3708,-41.7869,76.75,100,0,4.61,clear sky
607,Grindavik,IS,63.8424,-22.4338,34.27,93,75,18.41,light snow
608,Menzelinsk,RU,55.7271,53.1026,34.84,78,100,19.95,light rain
609,Borovskoy,KZ,53.8,64.15,13.41,83,10,7.16,clear sky
610,Kirakira,SB,-10.4544,161.9205,84.97,69,77,6.04,broken clouds
611,Wufeng,CN,27.45,104.8333,43.25,36,9,1.66,clear sky
612,Fort Dodge,US,42.4975,-94.168,50.09,61,1,5.75,clear sky
613,Hamilton,US,39.1834,-84.5333,42.24,45,20,1.01,few clouds
614,Piterka,RU,50.6803,47.4454,41.14,77,100,23.76,overcast clouds
615,Huron,US,41.1501,-82.5499,34.07,89,100,12.17,snow
616,Korla,CN,41.7597,86.1469,25.83,60,14,5.91,few clouds
617,Palana,RU,59.1167,159.9667,17.17,84,100,8.52,overcast clouds
618,Benghazi,LY,32.1167,20.0667,65.39,57,9,20.4,clear sky
619,Turukhansk,RU,65.8167,87.9833,5.81,95,100,16.13,light snow
620,Ancud,CL,-41.8697,-73.8203,51.22,88,15,1.59,few clouds
621,Ostrowiec Swietokrzyski,PL,50.9294,21.3853,36.1,82,97,14.58,overcast clouds
622,Adelaide,AU,-34.9333,138.6,92.59,23,33,8.84,scattered clouds
623,Lethem,GY,3.3803,-59.7968,78.04,74,51,7.78,broken clouds
624,Ewa Beach,US,21.3156,-158.0072,80.55,60,1,23.0,clear sky
625,Bairiki,KI,1.3292,172.9752,87.8,58,40,13.8,scattered clouds
626,Haicheng,CN,40.8516,122.7475,31.98,63,80,18.05,broken clouds
627,Sabang,ID,5.8933,95.3214,76.17,95,100,14.38,light rain
628,Xining,CN,36.6167,101.7667,26.76,30,9,2.71,clear sky
629,Umea,SE,63.8284,20.2597,15.73,92,90,6.91,overcast clouds
630,Kinablangan,PH,7.6947,126.5503,84.78,73,96,8.32,overcast clouds
631,Blackfoot,US,43.1905,-112.345,43.54,65,1,1.74,clear sky
632,Wellington,NZ,-41.2866,174.7756,65.07,94,90,1.01,overcast clouds
633,High Level,CA,58.5169,-117.136,3.31,92,90,0.0,overcast clouds
634,Asau,RO,46.4333,26.4,35.96,82,100,3.15,overcast clouds
635,Thohoyandou,ZA,-22.9456,30.485,71.6,59,100,3.49,overcast clouds
636,Gazanjyk,TM,39.2446,55.5154,53.82,48,0,3.89,clear sky
637,Phayakkhaphum Phisai,TH,15.5163,103.1937,77.52,58,97,18.97,overcast clouds
638,Hurricane,US,37.1753,-113.2899,58.59,30,0,5.68,clear sky
639,Vila Velha,BR,-20.3297,-40.2925,78.75,91,20,11.01,few clouds
640,Uyemskiy,RU,64.4743,40.8524,6.85,85,90,6.71,overcast clouds
641,Muravlenko,RU,63.7898,74.523,-3.14,95,81,12.8,broken clouds
642,Qaqortoq,GL,60.7167,-46.0333,32.5,99,100,10.78,light snow
643,Finschhafen,PG,-6.6024,147.8681,82.13,80,100,3.83,moderate rain
644,Vitoria Da Conquista,BR,-14.8661,-40.8394,65.16,94,85,4.0,moderate rain
645,Olinda,BR,-8.0089,-34.8553,82.13,74,75,6.91,broken clouds
646,Andenes,NO,69.3143,16.1194,26.58,68,20,21.85,few clouds
647,Moranbah,AU,-22.0016,148.0466,86.11,49,100,6.82,light rain
648,Havoysund,NO,70.9963,24.6622,18.48,86,37,17.69,scattered clouds
649,Parrita,CR,9.5201,-84.3225,80.51,88,100,4.9,overcast clouds
650,Chapais,CA,49.7834,-74.8492,13.78,98,95,1.99,overcast clouds
651,San Vicente,AR,-26.6167,-54.1333,56.66,81,0,1.1,clear sky
652,Yeppoon,AU,-23.1333,150.7333,83.98,75,98,12.39,light rain
653,Kenai,US,60.5544,-151.2583,21.15,79,40,20.71,scattered clouds
654,Mocuba,MZ,-16.8392,36.9856,69.57,71,4,2.35,clear sky
655,Rio Bueno,CL,-40.3167,-72.9667,53.74,87,93,3.31,overcast clouds
656,Gamba,GA,-2.65,10.0,76.24,91,97,5.57,overcast clouds
657,Horsham,GB,51.064,-0.3272,46.94,91,20,6.91,few clouds
658,Orocue,CO,4.7912,-71.3354,75.11,90,100,3.33,overcast clouds
659,Belyy Yar,RU,53.6039,91.3903,8.49,85,99,0.0,smoke
660,Moose Factory,CA,51.2585,-80.6094,12.2,92,90,3.44,overcast clouds
661,Sembakung,ID,3.8167,117.25,85.93,54,90,2.35,overcast clouds
662,Ulaangom,MN,49.9811,92.0667,14.14,77,71,1.1,broken clouds
663,Richards Bay,ZA,-28.783,32.0377,73.18,82,100,11.07,overcast clouds
